_index,_id,_version,_score,_source.predecoder.hostname,_source.predecoder.program_name,_source.predecoder.timestamp,_source.agent.ip,_source.agent.name,_source.agent.id,_source.manager.name,_source.data.srcuser,_source.data.uid,_source.data.euid,_source.data.dstuser,_source.data.logname,_source.data.tty,_source.rule.mail,_source.rule.level,_source.rule.pci_dss,_source.rule.hipaa,_source.rule.tsc,_source.rule.description,_source.rule.groups,_source.rule.nist_800_53,_source.rule.gdpr,_source.rule.firedtimes,_source.rule.mitre.technique,_source.rule.mitre.id,_source.rule.mitre.tactic,_source.rule.id,_source.rule.gpg13,_source.decoder.name,_source.full_log,_source.input.type,_source.@timestamp,_source.location,_source.id,_source.timestamp,_source.data.srcip,_source.data.srcport,_source.decoder.parent,_source.rule.frequency,_source.previous_output,rule_id_num,rule_desc_lc,ts,srcip,label_hc,label_hc_reason,is_weak_auth,label_corr,label_corr_reason,label,label_reason
wazuh-alerts-4.x-2026.02.17,vzaSa5wBvXv8HZk6BzMD,1,1,ubuntu-victima,sshd,Feb 17 12:27:35,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",23,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 17 12:27:35 ubuntu-victima sshd[3906]: Failed password for root from 192.168.1.50 port 53244 ssh2,log,"Feb 17, 2026 @ 13:27:35.291",journald,1771331255.5241947,"Feb 17, 2026 @ 13:27:35.291",192.168.1.50,53244,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.17,wTaSa5wBvXv8HZk6BzMD,1,1,ubuntu-victima,sshd,Feb 17 12:27:35,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",25,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 17 12:27:35 ubuntu-victima sshd[3910]: Failed password for root from 192.168.1.50 port 53266 ssh2,log,"Feb 17, 2026 @ 13:27:35.385",journald,1771331255.5242915,"Feb 17, 2026 @ 13:27:35.385",192.168.1.50,53266,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.17,2jaSa5wBvXv8HZk6FTMS,1,1,ubuntu-victima,sshd,Feb 17 12:27:38,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",27,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 17 12:27:38 ubuntu-victima sshd[3911]: Failed password for root from 192.168.1.50 port 53270 ssh2,log,"Feb 17, 2026 @ 13:27:39.704",journald,1771331259.5243888,"Feb 17, 2026 @ 13:27:39.704",192.168.1.50,53270,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.17,'-TaSa5wBvXv8HZk6GTMS,1,1,ubuntu-victima,sshd,Feb 17 12:27:40,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",30,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 17 12:27:40 ubuntu-victima sshd[3911]: Failed password for root from 192.168.1.50 port 53270 ssh2,log,"Feb 17, 2026 @ 13:27:41.706",journald,1771331261.5245829,"Feb 17, 2026 @ 13:27:41.706",192.168.1.50,53270,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.17,'-zaSa5wBvXv8HZk6HzOG,1,1,ubuntu-victima,sshd,Feb 17 12:27:40,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",32,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 17 12:27:40 ubuntu-victima sshd[3910]: Failed password for root from 192.168.1.50 port 53266 ssh2,log,"Feb 17, 2026 @ 13:27:41.711",journald,1771331261.5246797,"Feb 17, 2026 @ 13:27:41.711",192.168.1.50,53266,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.17,_TaSa5wBvXv8HZk6IzNy,1,1,ubuntu-victima,sshd,Feb 17 12:27:43,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",34,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 17 12:27:43 ubuntu-victima sshd[3911]: Failed password for root from 192.168.1.50 port 53270 ssh2,log,"Feb 17, 2026 @ 13:27:43.705",journald,1771331263.5247767,"Feb 17, 2026 @ 13:27:43.705",192.168.1.50,53270,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.17,'-TaSa5wBvXv8HZk60zSY,1,1,ubuntu-victima,sshd,Feb 17 12:28:26,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,8, , , ,Maximum authentication attempts exceeded.,"[""syslog"",""sshd"",""authentication_failed""]", , ,16,"[""Brute Force""]","[""T1110""]","[""Credential Access""]",5758,"[""7.1""]",sshd,Feb 17 12:28:26 ubuntu-victima sshd[3928]: error: maximum authentication attempts exceeded for root from 192.168.1.50 port 36706 ssh2 [preauth],log,"Feb 17, 2026 @ 13:28:27.490",journald,1771331307.5302184,"Feb 17, 2026 @ 13:28:27.490",192.168.1.50,36706,sshd, , ,5758,maximum authentication attempts exceeded.,,192.168.1.50,1,hc_rule_id(5758),False,0,no_corr,1,final=hc
wazuh-alerts-4.x-2026.02.17,_TaSa5wBvXv8HZk60zSY,1,1,ubuntu-victima,sshd,Feb 17 12:28:26,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, ,0,0,root, ,ssh,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",17,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]",pam,Feb 17 12:28:26 ubuntu-victima sshd[3933]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root,log,"Feb 17, 2026 @ 13:28:27.504",journald,1771331307.530574,"Feb 17, 2026 @ 13:28:27.504",192.168.1.50, , , , ,5503,pam: user login failed.,,192.168.1.50,0,no_hc,False,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.17,_jaSa5wBvXv8HZk60zSY,1,1,ubuntu-victima,sshd,Feb 17 12:28:26,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, ,0,0,root, ,ssh,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",18,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]",pam,Feb 17 12:28:26 ubuntu-victima sshd[3937]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root,log,"Feb 17, 2026 @ 13:28:27.507",journald,1771331307.5306282,"Feb 17, 2026 @ 13:28:27.507",192.168.1.50, , , , ,5503,pam: user login failed.,,192.168.1.50,0,no_hc,False,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.17,_zaSa5wBvXv8HZk60zSY,1,1,ubuntu-victima,sshd,Feb 17 12:28:27,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",85,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 17 12:28:27 ubuntu-victima sshd[3931]: Failed password for root from 192.168.1.50 port 46810 ssh2,log,"Feb 17, 2026 @ 13:28:27.510",journald,1771331307.530682,"Feb 17, 2026 @ 13:28:27.510",192.168.1.50,46810,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.17,AjaSa5wBvXv8HZk60zWY,1,1,ubuntu-victima,sshd,Feb 17 12:28:27,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",88,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 17 12:28:27 ubuntu-victima sshd[3937]: Failed password for root from 192.168.1.50 port 46824 ssh2,log,"Feb 17, 2026 @ 13:28:27.519",journald,1771331307.5308275,"Feb 17, 2026 @ 13:28:27.519",192.168.1.50,46824,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.17,GTaSa5wBvXv8HZk64DVK,1,1,ubuntu-victima,sshd,Feb 17 12:28:30,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",91,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 17 12:28:30 ubuntu-victima sshd[3933]: Failed password for root from 192.168.1.50 port 46812 ssh2,log,"Feb 17, 2026 @ 13:28:31.459",journald,1771331311.5309732,"Feb 17, 2026 @ 13:28:31.459",192.168.1.50,46812,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.17,GTaSa5wBvXv8HZk6PzQV,1,1,ubuntu-victima,sshd,Feb 17 12:27:47,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",37,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 17 12:27:47 ubuntu-victima sshd[3911]: Failed password for root from 192.168.1.50 port 53270 ssh2,log,"Feb 17, 2026 @ 13:27:47.707",journald,1771331267.5249708,"Feb 17, 2026 @ 13:27:47.707",192.168.1.50,53270,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.17,GjaSa5wBvXv8HZk6PzQV,1,1,ubuntu-victima,sshd,Feb 17 12:27:47,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",38,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 17 12:27:47 ubuntu-victima sshd[3908]: Failed password for root from 192.168.1.50 port 53258 ssh2,log,"Feb 17, 2026 @ 13:27:47.707",journald,1771331267.5250192,"Feb 17, 2026 @ 13:27:47.707",192.168.1.50,53258,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.17,GzaSa5wBvXv8HZk6PzQV,1,1,ubuntu-victima,sshd,Feb 17 12:27:47,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",39,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 17 12:27:47 ubuntu-victima sshd[3910]: Failed password for root from 192.168.1.50 port 53266 ssh2,log,"Feb 17, 2026 @ 13:27:47.709",journald,1771331267.5250676,"Feb 17, 2026 @ 13:27:47.709",192.168.1.50,53266,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.17,PDaSa5wBvXv8HZk6PzQV,1,1,ubuntu-victima,sshd,Feb 17 12:27:50,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",40,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 17 12:27:50 ubuntu-victima sshd[3906]: Failed password for root from 192.168.1.50 port 53244 ssh2,log,"Feb 17, 2026 @ 13:27:51.704",journald,1771331271.5251162,"Feb 17, 2026 @ 13:27:51.704",192.168.1.50,53244,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.17,PTaSa5wBvXv8HZk6PzQV,1,1,ubuntu-victima,sshd,Feb 17 12:27:50,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",41,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 17 12:27:50 ubuntu-victima sshd[3911]: Failed password for root from 192.168.1.50 port 53270 ssh2,log,"Feb 17, 2026 @ 13:27:51.704",journald,1771331271.5251648,"Feb 17, 2026 @ 13:27:51.704",192.168.1.50,53270,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.17,PjaSa5wBvXv8HZk6PzQV,1,1,ubuntu-victima,sshd,Feb 17 12:27:50,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",42,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 17 12:27:50 ubuntu-victima sshd[3908]: Failed password for root from 192.168.1.50 port 53258 ssh2,log,"Feb 17, 2026 @ 13:27:51.706",journald,1771331271.5252132,"Feb 17, 2026 @ 13:27:51.706",192.168.1.50,53258,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.17,PzaSa5wBvXv8HZk6PzQV,1,1,ubuntu-victima,sshd,Feb 17 12:27:50,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",6,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 17 12:27:50 ubuntu-victima sshd[3910]: Failed password for root from 192.168.1.50 port 53266 ssh2,log,"Feb 17, 2026 @ 13:27:51.709",journald,1771331271.5252616,"Feb 17, 2026 @ 13:27:51.709",192.168.1.50,53266,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.17,QTaSa5wBvXv8HZk6PzQV,1,1,ubuntu-victima,sshd,Feb 17 12:27:50,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , , , , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User authentication failure.,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",5, , , ,2501,"[""7.8""]",sshd,Feb 17 12:27:50 ubuntu-victima sshd[3906]: Disconnecting authenticating user root 192.168.1.50 port 53244: Too many authentication failures [preauth],log,"Feb 17, 2026 @ 13:27:51.716",journald,1771331271.5253491,"Feb 17, 2026 @ 13:27:51.716", , , , , ,2501,syslog: user authentication failure.,, ,0,no_hc,False,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.17,czaSa5wBvXv8HZk6fjSU,1,1,ubuntu-victima,sshd,Feb 17 12:28:04,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",57,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 17 12:28:04 ubuntu-victima sshd[3916]: Failed password for root from 192.168.1.50 port 59556 ssh2,log,"Feb 17, 2026 @ 13:28:05.703",journald,1771331285.5270364,"Feb 17, 2026 @ 13:28:05.703",192.168.1.50,59556,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.17,iTaSa5wBvXv8HZk6gjR5,1,1,ubuntu-victima,sshd,Feb 17 12:28:07,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",61,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 17 12:28:07 ubuntu-victima sshd[3914]: Failed password for root from 192.168.1.50 port 59544 ssh2,log,"Feb 17, 2026 @ 13:28:07.702",journald,1771331287.5272305,"Feb 17, 2026 @ 13:28:07.702",192.168.1.50,59544,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.17,jDaSa5wBvXv8HZk6gjR5,1,1,ubuntu-victima,sshd,Feb 17 12:28:07,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",sshd: authentication failed.,"[""syslog"",""sshd"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",9,"[""Password Guessing"",""SSH""]","[""T1110.001"",""T1021.004""]","[""Credential Access"",""Lateral Movement""]",5760,"[""7.1""]",sshd,Feb 17 12:28:07 ubuntu-victima sshd[3920]: Failed password for root from 192.168.1.50 port 59570 ssh2,log,"Feb 17, 2026 @ 13:28:07.708",journald,1771331287.527376,"Feb 17, 2026 @ 13:28:07.708",192.168.1.50,59570,sshd, , ,5760,sshd: authentication failed.,,192.168.1.50,0,no_hc,True,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.17,rjaSa5wBvXv8HZk6ijRL,1,1,ubuntu-victima,sshd,Feb 17 12:28:08,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, ,0,0,root, ,ssh,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",13,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]",pam,Feb 17 12:28:08 ubuntu-victima sshd[3922]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root,log,"Feb 17, 2026 @ 13:28:09.749",journald,1771331289.5282125,"Feb 17, 2026 @ 13:28:09.749",192.168.1.50, , , , ,5503,pam: user login failed.,,192.168.1.50,0,no_hc,False,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.17,rzaSa5wBvXv8HZk6ijRL,1,1,ubuntu-victima,sshd,Feb 17 12:28:08,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, ,0,0,root, ,ssh,False,5,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",PAM: User login failed.,"[""pam"",""syslog"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",14,"[""Password Guessing""]","[""T1110.001""]","[""Credential Access""]",5503,"[""7.8""]",pam,Feb 17 12:28:08 ubuntu-victima sshd[3926]: pam_unix(sshd:auth): authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root,log,"Feb 17, 2026 @ 13:28:09.752",journald,1771331289.5282667,"Feb 17, 2026 @ 13:28:09.752",192.168.1.50, , , , ,5503,pam: user login failed.,,192.168.1.50,0,no_hc,False,0,no_corr,0,final=benign_or_unconfirmed
wazuh-alerts-4.x-2026.02.17,SDaSa5wBvXv8HZk6QzRb,1,1,ubuntu-victima,sshd,Feb 17 12:27:50,192.168.1.48,UBUNTU-VICTIM-01,2,wazuh-server, , , ,root, , ,False,10,"[""10.2.4"",""10.2.5""]","[""164.312.b""]","[""CC6.1"",""CC6.8"",""CC7.2"",""CC7.3""]",syslog: User missed the password more than one time,"[""syslog"",""access_control"",""authentication_failed""]","[""AU.14"",""AC.7""]","[""IV_35.7.d"",""IV_32.2""]",6,"[""Brute Force""]","[""T1110""]","[""Credential Access""]",2502,"[""7.8""]",sshd,Feb 17 12:27:50 ubuntu-victima sshd[3908]: PAM 5 more authentication failures; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.50  user=root,log,"Feb 17, 2026 @ 13:27:51.744",journald,1771331271.5256877,"Feb 17, 2026 @ 13:27:51.744",192.168.1.50, ,sshd, , ,2502,syslog: user missed the password more than one time,,192.168.1.50,0,no_hc,False,0,no_corr,0,final=benign_or_unconfirmed
